airline,overall_rating,review_date,traveller_type,cabin,departure_date,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
United Airlines,1,04-01-2019,Family Leisure,Economy Class,01-01-2019,3,1,4,1,3,1,no
United Airlines,1,04-01-2019,Solo Leisure,Economy Class,01-12-2018,3,2,1,2,1,1,no
United Airlines,5,04-01-2019,Family Leisure,Economy Class,01-01-2019,1,3,2,1,3,2,no
United Airlines,10,04-01-2019,Solo Leisure,Business Class,01-12-2018,4,5,4,5,5,4,yes
United Airlines,1,03-01-2019,Solo Leisure,Economy Class,01-01-2019,1,1,1,1,1,1,no
United Airlines,9,03-01-2019,Family Leisure,Economy Class,01-01-2019,4,5,4,4,4,5,yes
United Airlines,1,03-01-2019,Solo Leisure,Economy Class,01-01-2019,1,5,3,2,2,2,no
United Airlines,1,03-01-2019,Couple Leisure,Business Class,01-01-2019,1,3,3,1,1,1,no
United Airlines,10,03-01-2019,Solo Leisure,Economy Class,01-01-2019,5,5,5,5,5,5,yes
United Airlines,1,02-01-2019,Business,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,1,01-01-2019,Family Leisure,Economy Class,01-01-2019,1,1,1,1,1,1,no
United Airlines,2,01-01-2019,Couple Leisure,Premium Economy,01-12-2018,1,1,1,1,1,1,no
United Airlines,2,31-12-2018,Solo Leisure,Economy Class,01-12-2018,1,3,1,1,1,1,no
United Airlines,3,31-12-2018,Couple Leisure,Economy Class,01-12-2018,1,2,1,1,3,3,no
United Airlines,1,30-12-2018,Couple Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,9,29-12-2018,Solo Leisure,Economy Class,01-12-2018,4,5,3,5,5,5,yes
United Airlines,1,29-12-2018,Couple Leisure,Economy Class,01-12-2018,1,2,1,1,1,1,no
United Airlines,1,27-12-2018,Solo Leisure,Economy Class,01-12-2018,1,5,1,1,1,1,no
United Airlines,2,27-12-2018,Solo Leisure,Economy Class,01-12-2018,2,1,2,3,1,1,no
United Airlines,1,27-12-2018,Family Leisure,Economy Class,01-12-2018,1,1,1,1,1,2,no
United Airlines,1,27-12-2018,Couple Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,2,27-12-2018,Couple Leisure,Economy Class,01-12-2018,1,3,2,2,1,2,no
United Airlines,2,25-12-2018,Family Leisure,Economy Class,01-12-2018,4,1,3,1,4,3,no
United Airlines,4,25-12-2018,Business,Economy Class,01-11-2018,4,4,1,3,4,4,yes
United Airlines,1,24-12-2018,Couple Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,1,24-12-2018,Couple Leisure,Economy Class,01-12-2018,1,2,1,1,5,1,no
United Airlines,1,24-12-2018,Couple Leisure,Economy Class,01-12-2018,1,2,2,3,2,1,no
United Airlines,2,24-12-2018,Couple Leisure,Business Class,01-12-2018,3,3,1,1,3,2,no
United Airlines,2,22-12-2018,Couple Leisure,Business Class,01-12-2018,2,2,3,2,4,2,no
United Airlines,1,22-12-2018,Solo Leisure,Economy Class,01-12-2018,1,1,1,2,2,1,no
United Airlines,1,21-12-2018,Solo Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,2,19-12-2018,Couple Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,1,14-12-2018,Solo Leisure,Economy Class,01-12-2018,2,4,1,1,1,1,no
United Airlines,1,13-12-2018,Family Leisure,Economy Class,01-12-2018,4,1,2,2,1,2,no
United Airlines,7,13-12-2018,Business,Economy Class,01-11-2018,4,5,3,3,5,5,yes
United Airlines,3,09-12-2018,Couple Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,1,09-12-2018,Family Leisure,Economy Class,01-12-2018,2,2,2,1,1,2,no
United Airlines,1,08-12-2018,Business,Economy Class,01-12-2018,2,2,2,3,1,1,no
United Airlines,1,07-12-2018,Solo Leisure,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,9,07-12-2018,Solo Leisure,Economy Class,01-12-2018,5,5,3,5,4,5,yes
United Airlines,8,06-12-2018,Solo Leisure,Business Class,01-12-2018,4,5,4,4,4,3,yes
United Airlines,1,05-12-2018,Couple Leisure,Economy Class,01-11-2018,1,2,1,1,1,3,no
United Airlines,1,04-12-2018,Couple Leisure,Economy Class,01-12-2018,3,4,4,4,1,3,no
United Airlines,1,03-12-2018,Business,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,1,03-12-2018,Business,Economy Class,01-12-2018,1,1,1,1,1,1,no
United Airlines,8,03-12-2018,Solo Leisure,Economy Class,01-12-2018,5,5,4,5,4,5,yes
United Airlines,8,03-12-2018,Business,Business Class,01-07-2018,4,4,4,5,4,5,yes
United Airlines,1,02-12-2018,Solo Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,4,30-11-2018,Solo Leisure,Economy Class,01-11-2018,1,4,3,1,5,2,no
United Airlines,10,29-11-2018,Solo Leisure,Premium Economy,01-11-2018,4,5,4,5,5,5,yes
United Airlines,1,28-11-2018,Solo Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,8,28-11-2018,Couple Leisure,First Class,01-11-2018,4,4,4,5,4,5,yes
United Airlines,1,26-11-2018,Solo Leisure,Economy Class,01-11-2018,3,1,4,4,1,1,no
United Airlines,1,26-11-2018,Solo Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,6,25-11-2018,Family Leisure,Economy Class,01-11-2018,2,3,1,3,3,2,yes
United Airlines,1,25-11-2018,Family Leisure,Economy Class,01-11-2018,1,2,1,2,2,1,no
United Airlines,1,23-11-2018,Couple Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,1,23-11-2018,Solo Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,3,22-11-2018,Solo Leisure,Economy Class,01-11-2018,1,3,1,2,2,2,no
United Airlines,1,22-11-2018,Couple Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,2,22-11-2018,Couple Leisure,Business Class,01-11-2018,3,5,1,2,5,1,yes
United Airlines,2,18-11-2018,Solo Leisure,Economy Class,01-08-2018,1,3,3,3,1,1,no
United Airlines,1,18-11-2018,Solo Leisure,Economy Class,01-11-2018,2,1,2,2,1,1,no
United Airlines,1,18-11-2018,Solo Leisure,Economy Class,01-11-2018,3,1,1,1,1,1,no
United Airlines,1,17-11-2018,Business,Economy Class,01-11-2018,2,3,2,3,1,1,no
United Airlines,4,17-11-2018,Family Leisure,Economy Class,01-11-2018,1,4,4,3,4,3,yes
United Airlines,1,13-11-2018,Business,Premium Economy,01-11-2018,2,2,1,1,1,1,no
United Airlines,1,13-11-2018,Couple Leisure,Economy Class,01-11-2018,3,3,2,3,1,1,no
United Airlines,4,10-11-2018,Solo Leisure,Economy Class,01-11-2018,4,3,3,2,3,3,no
United Airlines,2,09-11-2018,Solo Leisure,Economy Class,01-11-2018,2,3,1,1,3,2,no
United Airlines,1,09-11-2018,Couple Leisure,Economy Class,01-11-2018,1,4,2,4,1,1,no
United Airlines,2,04-11-2018,Business,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,1,03-11-2018,Business,Economy Class,01-11-2018,1,2,1,2,1,1,no
United Airlines,1,02-11-2018,Family Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
United Airlines,1,31-10-2018,Business,Economy Class,01-06-2018,1,1,1,1,1,1,no
United Airlines,5,31-10-2018,Solo Leisure,Economy Class,01-10-2018,2,4,3,2,3,3,no
United Airlines,1,31-10-2018,Family Leisure,Economy Class,01-10-2018,2,3,2,1,1,1,no
United Airlines,3,31-10-2018,Couple Leisure,Business Class,01-10-2018,1,4,1,1,1,1,no
United Airlines,1,30-10-2018,Couple Leisure,Economy Class,01-10-2018,2,3,3,1,1,1,no
United Airlines,7,29-10-2018,Solo Leisure,Economy Class,01-10-2018,3,3,4,4,4,4,yes
United Airlines,2,28-10-2018,Couple Leisure,Premium Economy,01-10-2018,1,1,1,1,1,1,no
United Airlines,1,28-10-2018,Family Leisure,Economy Class,01-05-2018,4,5,2,1,1,1,no
United Airlines,10,28-10-2018,Solo Leisure,Economy Class,01-10-2018,4,5,5,4,5,5,yes
United Airlines,1,26-10-2018,Solo Leisure,Economy Class,01-10-2018,3,1,1,2,1,1,no
United Airlines,10,25-10-2018,Solo Leisure,Business Class,01-10-2018,5,5,5,5,5,5,yes
United Airlines,4,24-10-2018,Family Leisure,Economy Class,01-10-2018,1,1,2,1,1,1,no
United Airlines,10,20-10-2018,Solo Leisure,Economy Class,01-05-2018,4,5,5,5,5,5,yes
United Airlines,1,19-10-2018,Family Leisure,Economy Class,01-10-2018,2,2,2,1,1,2,no
United Airlines,6,18-10-2018,Business,Economy Class,01-10-2018,3,2,1,4,3,3,no
United Airlines,1,18-10-2018,Couple Leisure,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,3,17-10-2018,Couple Leisure,Economy Class,01-10-2018,1,4,3,4,1,2,no
United Airlines,2,17-10-2018,Solo Leisure,Economy Class,01-10-2018,2,1,2,2,1,2,no
United Airlines,1,14-10-2018,Business,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,2,14-10-2018,Solo Leisure,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,1,13-10-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,11-10-2018,Couple Leisure,Economy Class,01-10-2018,3,4,1,1,1,1,no
United Airlines,10,11-10-2018,Solo Leisure,Economy Class,01-10-2018,5,5,2,5,5,5,yes
United Airlines,7,10-10-2018,Solo Leisure,Economy Class,01-10-2018,1,5,2,4,3,3,yes
United Airlines,1,09-10-2018,Couple Leisure,Economy Class,01-09-2018,2,3,2,1,2,1,no
United Airlines,2,09-10-2018,Couple Leisure,Economy Class,01-10-2018,3,3,1,4,2,3,no
United Airlines,1,08-10-2018,Solo Leisure,Economy Class,01-10-2018,1,1,1,1,1,1,no
United Airlines,1,08-10-2018,Solo Leisure,Economy Class,01-11-2017,1,1,1,1,1,1,no
United Airlines,10,08-10-2018,Couple Leisure,Economy Class,01-10-2018,5,5,5,5,5,5,yes
United Airlines,1,06-10-2018,Solo Leisure,Economy Class,01-10-2018,2,2,1,3,1,1,no
United Airlines,1,06-10-2018,Couple Leisure,Economy Class,01-10-2018,3,5,1,1,1,1,no
United Airlines,6,04-10-2018,Couple Leisure,Business Class,01-10-2018,4,2,4,4,3,4,no
United Airlines,1,02-10-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,5,02-10-2018,Couple Leisure,First Class,01-10-2018,5,5,5,5,1,4,yes
United Airlines,2,01-10-2018,Solo Leisure,Economy Class,01-10-2018,3,3,1,1,3,2,no
United Airlines,1,30-09-2018,Business,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,6,30-09-2018,Business,Business Class,01-07-2018,1,3,4,4,2,3,yes
United Airlines,1,28-09-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,2,no
United Airlines,1,25-09-2018,Business,Economy Class,01-09-2018,1,3,1,1,3,1,no
United Airlines,2,24-09-2018,Solo Leisure,Economy Class,01-09-2018,2,2,2,2,2,2,no
United Airlines,4,23-09-2018,Solo Leisure,Economy Class,01-09-2018,3,3,2,4,3,2,no
United Airlines,2,21-09-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,20-09-2018,Couple Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,3,19-09-2018,Couple Leisure,Economy Class,01-09-2018,1,2,2,1,2,2,no
United Airlines,1,18-09-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,10,16-09-2018,Couple Leisure,Economy Class,01-09-2018,4,5,4,4,5,5,yes
United Airlines,1,15-09-2018,Business,Premium Economy,01-09-2018,3,2,4,1,1,1,no
United Airlines,1,14-09-2018,Family Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,2,13-09-2018,Couple Leisure,Business Class,01-09-2018,1,1,1,2,1,1,no
United Airlines,1,12-09-2018,Solo Leisure,Economy Class,01-09-2018,2,3,2,3,1,1,no
United Airlines,1,10-09-2018,Couple Leisure,Economy Class,01-09-2018,1,2,1,1,1,1,no
United Airlines,1,10-09-2018,Couple Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,09-09-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,08-09-2018,Solo Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,08-09-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,08-09-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,08-09-2018,Solo Leisure,Economy Class,01-09-2018,2,2,2,1,1,2,no
United Airlines,2,05-09-2018,Business,Economy Class,01-09-2018,1,1,3,4,2,2,no
United Airlines,7,05-09-2018,Couple Leisure,Business Class,01-09-2018,3,4,4,4,4,4,yes
United Airlines,1,04-09-2018,Family Leisure,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,04-09-2018,Business,Economy Class,01-09-2018,5,5,3,5,1,5,no
United Airlines,2,03-09-2018,Solo Leisure,Economy Class,01-09-2018,1,2,1,1,1,1,no
United Airlines,6,03-09-2018,Family Leisure,Economy Class,01-08-2018,2,3,4,3,3,2,yes
United Airlines,1,03-09-2018,Family Leisure,Economy Class,01-09-2018,5,5,5,5,5,1,no
United Airlines,1,03-09-2018,Couple Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,02-09-2018,Solo Leisure,Economy Class,01-08-2018,3,2,1,1,1,1,no
United Airlines,1,02-09-2018,Business,Economy Class,01-09-2018,1,1,1,1,1,1,no
United Airlines,1,02-09-2018,Couple Leisure,Premium Economy,01-08-2018,3,3,3,3,3,1,no
United Airlines,1,29-08-2018,Family Leisure,Economy Class,01-08-2018,4,4,3,2,1,1,no
United Airlines,1,28-08-2018,Solo Leisure,Economy Class,01-08-2018,1,3,1,1,1,1,no
United Airlines,1,27-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,26-08-2018,Business,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,26-08-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,10,25-08-2018,Family Leisure,Economy Class,01-08-2018,5,5,5,5,5,5,yes
United Airlines,1,25-08-2018,Couple Leisure,Economy Class,01-08-2018,1,1,2,1,1,1,no
United Airlines,3,25-08-2018,Business,Business Class,01-08-2018,1,3,3,3,4,1,no
United Airlines,1,25-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,22-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,2,1,no
United Airlines,2,22-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,22-08-2018,Solo Leisure,Economy Class,01-08-2018,3,2,1,1,1,1,no
United Airlines,1,22-08-2018,Couple Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,21-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,20-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,2,1,1,1,no
United Airlines,1,20-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,20-08-2018,Solo Leisure,Economy Class,01-08-2018,2,1,1,2,1,1,no
United Airlines,1,19-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,18-08-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,18-08-2018,Business,Economy Class,01-08-2018,1,2,1,1,1,1,no
United Airlines,1,16-08-2018,Couple Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,8,15-08-2018,Family Leisure,Economy Class,01-08-2018,4,3,4,5,4,5,yes
United Airlines,1,15-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,15-08-2018,Business,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,15-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,14-08-2018,Business,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,13-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,13-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,12-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,12-08-2018,Business,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,11-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,1,09-08-2018,Family Leisure,Economy Class,01-08-2018,1,1,2,1,1,1,no
United Airlines,1,07-08-2018,Business,Economy Class,01-08-2018,2,3,3,3,1,1,no
United Airlines,8,07-08-2018,Solo Leisure,Economy Class,01-08-2018,5,4,3,5,4,5,yes
United Airlines,1,07-08-2018,Couple Leisure,Economy Class,01-08-2018,1,1,1,1,1,1,no
United Airlines,4,05-08-2018,Family Leisure,Economy Class,01-07-2018,2,3,1,1,4,3,no
United Airlines,1,01-08-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,3,01-08-2018,Couple Leisure,Economy Class,01-07-2018,3,3,2,1,2,2,no
United Airlines,4,31-07-2018,Business,Economy Class,01-07-2018,2,2,2,2,2,2,no
United Airlines,4,30-07-2018,Couple Leisure,Economy Class,01-07-2018,2,2,3,2,2,3,no
United Airlines,1,29-07-2018,Family Leisure,Economy Class,01-07-2018,2,3,2,1,1,1,no
United Airlines,1,29-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,28-07-2018,Couple Leisure,Economy Class,01-07-2018,1,3,1,1,1,1,no
United Airlines,2,27-07-2018,Family Leisure,Economy Class,01-07-2018,1,4,2,3,2,2,no
United Airlines,1,27-07-2018,Couple Leisure,Economy Class,01-04-2018,2,2,2,2,1,2,no
United Airlines,1,27-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,27-07-2018,Solo Leisure,Economy Class,01-07-2018,1,2,1,1,1,1,no
United Airlines,1,26-07-2018,Family Leisure,Economy Class,01-07-2018,1,2,1,3,1,1,no
United Airlines,1,25-07-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,25-07-2018,Family Leisure,Economy Class,01-07-2018,2,4,3,1,1,2,no
United Airlines,1,25-07-2018,Business,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,25-07-2018,Couple Leisure,Economy Class,01-07-2018,2,3,3,3,1,1,no
United Airlines,1,25-07-2018,Business,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,22-07-2018,Family Leisure,Economy Class,01-07-2018,1,1,2,1,1,1,no
United Airlines,1,22-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,4,1,1,no
United Airlines,1,22-07-2018,Family Leisure,Economy Class,01-07-2018,1,4,2,1,2,1,no
United Airlines,1,21-07-2018,Business,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,20-07-2018,Business,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,20-07-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,19-07-2018,Family Leisure,Economy Class,01-07-2018,3,3,4,3,1,1,no
United Airlines,1,19-07-2018,Couple Leisure,Economy Class,01-07-2018,1,2,1,2,1,1,no
United Airlines,2,19-07-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,4,2,1,no
United Airlines,2,18-07-2018,Family Leisure,Economy Class,01-04-2018,2,1,1,1,1,1,no
United Airlines,2,18-07-2018,Solo Leisure,Economy Class,01-07-2018,2,1,1,2,1,1,no
United Airlines,1,18-07-2018,Couple Leisure,Economy Class,01-07-2018,1,3,1,1,3,1,no
United Airlines,2,16-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,14-07-2018,Solo Leisure,Economy Class,01-07-2018,3,3,3,3,1,1,no
United Airlines,6,12-07-2018,Solo Leisure,Premium Economy,01-07-2018,2,4,3,5,2,5,yes
United Airlines,1,12-07-2018,Couple Leisure,Economy Class,01-07-2018,2,1,1,1,1,1,no
United Airlines,1,12-07-2018,Family Leisure,Premium Economy,01-07-2018,3,1,1,3,1,1,no
United Airlines,1,11-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,11-07-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,10-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,2,1,1,1,no
United Airlines,9,10-07-2018,Family Leisure,Economy Class,01-07-2018,4,5,3,5,5,5,yes
United Airlines,1,10-07-2018,Family Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,8,10-07-2018,Solo Leisure,Economy Class,01-07-2018,4,4,4,4,4,5,yes
United Airlines,1,08-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,07-07-2018,Family Leisure,Economy Class,01-07-2018,1,1,3,3,1,1,no
United Airlines,1,05-07-2018,Solo Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,04-07-2018,Family Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,1,04-07-2018,Business,Economy Class,01-06-2018,1,1,1,1,1,1,no
United Airlines,1,03-07-2018,Couple Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
United Airlines,4,02-07-2018,Solo Leisure,Economy Class,01-07-2018,3,5,3,4,1,2,no
United Airlines,2,01-07-2018,Business,Premium Economy,01-06-2018,2,3,2,1,2,2,no
United Airlines,1,01-07-2018,Couple Leisure,Economy Class,01-10-2017,1,1,1,1,1,1,no
United Airlines,9,30-06-2018,Family Leisure,First Class,01-03-2018,4,5,5,4,5,5,yes
United Airlines,3,30-06-2018,Solo Leisure,Economy Class,01-06-2018,2,4,3,2,3,3,no
United Airlines,1,30-06-2018,Couple Leisure,First Class,01-10-2017,4,3,3,3,3,1,no
United Airlines,1,29-06-2018,Family Leisure,Economy Class,01-06-2018,1,3,2,3,1,2,no
United Airlines,3,29-06-2018,Business,Business Class,01-06-2018,3,1,1,2,3,2,no
United Airlines,1,29-06-2018,Business,Economy Class,01-06-2018,3,2,2,3,1,1,no
United Airlines,2,29-06-2018,Business,Business Class,01-05-2018,2,2,1,1,2,1,no
United Airlines,9,28-06-2018,Business,Premium Economy,01-06-2018,5,5,5,5,5,5,yes
United Airlines,10,27-06-2018,Business,Premium Economy,01-06-2018,5,5,4,5,1,5,yes
United Airlines,4,27-06-2018,Couple Leisure,Premium Economy,01-06-2018,1,4,4,2,4,2,no
United Airlines,1,27-06-2018,Solo Leisure,Economy Class,01-06-2018,1,2,1,1,2,2,no
United Airlines,2,27-06-2018,Business,Economy Class,01-06-2018,3,3,3,2,1,1,no
United Airlines,8,26-06-2018,Business,Premium Economy,01-06-2018,5,5,4,5,5,4,yes
United Airlines,1,26-06-2018,Family Leisure,Economy Class,01-06-2018,2,2,1,1,1,1,no
United Airlines,1,24-06-2018,Family Leisure,Economy Class,01-06-2018,2,2,1,2,1,1,no
United Airlines,1,23-06-2018,Business,Economy Class,01-06-2018,1,1,1,1,1,1,no
United Airlines,1,22-06-2018,Family Leisure,Premium Economy,01-06-2018,2,1,1,2,1,1,no
United Airlines,1,22-06-2018,Business,Business Class,01-06-2018,1,1,1,1,1,1,no
United Airlines,4,22-06-2018,Couple Leisure,Economy Class,01-06-2018,1,3,1,1,1,1,no
United Airlines,8,21-06-2018,Business,Premium Economy,01-06-2018,3,4,3,4,3,3,yes
United Airlines,1,21-06-2018,Solo Leisure,Economy Class,01-06-2018,1,1,1,1,1,1,no
United Airlines,2,20-06-2018,Family Leisure,Economy Class,01-06-2018,2,1,1,1,1,1,no
United Airlines,2,19-06-2018,Business,Economy Class,01-06-2018,1,1,1,2,1,3,no
United Airlines,2,19-06-2018,Couple Leisure,Economy Class,01-06-2018,1,1,1,1,3,2,no
United Airlines,1,18-06-2018,Business,Economy Class,01-06-2018,3,1,3,3,1,1,no
United Airlines,1,18-06-2018,Family Leisure,Economy Class,01-05-2018,1,2,2,1,1,1,no
United Airlines,1,18-06-2018,Couple Leisure,Business Class,01-06-2018,2,1,1,1,3,2,no
United Airlines,1,17-06-2018,Solo Leisure,Economy Class,01-06-2018,2,2,2,4,1,1,no
United Airlines,1,15-06-2018,Business,Economy Class,01-06-2018,1,1,3,3,1,1,no
United Airlines,10,15-06-2018,Family Leisure,Premium Economy,01-03-2018,5,5,4,5,5,4,yes
