airline,overall_rating,review_date,traveller_type,cabin,departure_date,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Avianca,8,06-02-2016,Solo Leisure,Economy Class,01-01-2016,4,4,3,3,5,4,yes
Avianca,2,05-02-2016,Couple Leisure,Economy Class,01-02-2016,3,1,1,2,1,1,no
Avianca,5,03-02-2016,Solo Leisure,Business Class,01-01-2016,4,3,1,4,5,4,no
Avianca,1,19-01-2016,Solo Leisure,Economy Class,01-01-2016,1,1,1,1,1,1,no
Avianca,3,15-01-2016,Solo Leisure,Economy Class,01-01-2016,1,3,2,2,2,2,no
Avianca,10,12-01-2016,Solo Leisure,Economy Class,01-01-2016,5,5,4,5,5,5,yes
Avianca,9,11-01-2016,Couple Leisure,Economy Class,01-01-2016,5,5,5,4,5,5,yes
Avianca,9,08-12-2015,Solo Leisure,Economy Class,01-07-2015,4,5,5,5,5,5,yes
Avianca,9,27-11-2015,Family Leisure,Business Class,01-11-2015,5,5,4,4,5,5,yes
Avianca,2,22-11-2015,Business,Economy Class,01-11-2015,3,3,2,3,2,2,no
Avianca,8,09-11-2015,Business,Economy Class,01-11-2015,4,5,3,4,4,4,yes
Avianca,7,05-11-2015,Family Leisure,Economy Class,01-11-2015,5,2,1,5,1,5,yes
Avianca,6,26-10-2015,Solo Leisure,Economy Class,01-10-2015,4,1,3,4,3,4,no
Avianca,2,04-09-2015,Solo Leisure,Economy Class,01-07-2015,2,2,2,2,1,2,no
Avianca,5,02-09-2015,Couple Leisure,Business Class,01-08-2015,3,3,2,3,1,3,no
Avianca,10,24-08-2015,Family Leisure,Economy Class,01-08-2015,5,5,3,5,5,5,no
Avianca,8,23-08-2015,Solo Leisure,Economy Class,01-07-2015,5,4,4,4,4,4,yes
Avianca,2,29-07-2015,Couple Leisure,Business Class,01-07-2015,1,1,4,3,1,2,no
Avianca,9,21-07-2015,Solo Leisure,Business Class,01-07-2015,5,5,5,4,4,5,yes
Avianca,10,21-07-2015,Solo Leisure,Economy Class,01-11-2014,4,5,5,5,5,5,yes
Avianca,9,19-07-2015,Solo Leisure,Economy Class,01-07-2015,4,4,4,5,5,4,yes
Avianca,9,19-07-2015,Solo Leisure,Economy Class,01-07-2015,4,4,4,5,5,4,yes
Avianca,8,19-07-2015,Solo Leisure,Economy Class,01-07-2015,4,4,4,5,5,4,yes
Avianca,7,28-06-2015,Solo Leisure,Economy Class,01-05-2015,3,4,2,4,4,2,yes
Avianca,1,26-06-2015,Couple Leisure,Economy Class,01-06-2015,1,1,1,1,1,1,no
Austrian Airlines,2,03-03-2019,Business,Economy Class,01-03-2019,4,4,3,3,1,2,no
Austrian Airlines,3,24-02-2019,Couple Leisure,Economy Class,01-01-2019,3,3,3,3,1,1,no
Austrian Airlines,1,12-02-2019,Couple Leisure,Economy Class,01-01-2019,3,3,3,3,1,1,no
Austrian Airlines,8,11-02-2019,Couple Leisure,Business Class,01-01-2019,4,5,5,5,4,5,yes
Austrian Airlines,1,06-02-2019,Couple Leisure,Economy Class,01-02-2019,1,3,1,1,1,1,no
Austrian Airlines,1,29-01-2019,Couple Leisure,Premium Economy,01-12-2018,1,1,1,1,1,1,no
Austrian Airlines,1,27-01-2019,Business,Business Class,01-01-2019,1,3,3,2,1,1,no
Austrian Airlines,3,03-01-2019,Solo Leisure,Economy Class,01-09-2018,3,3,3,3,1,2,no
Austrian Airlines,9,18-12-2018,Couple Leisure,Economy Class,01-12-2018,5,5,4,3,5,4,yes
Austrian Airlines,1,12-12-2018,Couple Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
Austrian Airlines,3,02-11-2018,Business,Economy Class,01-11-2018,2,4,1,1,4,2,no
Austrian Airlines,1,27-10-2018,Solo Leisure,Economy Class,01-10-2018,3,3,2,1,3,1,no
Austrian Airlines,1,25-10-2018,Couple Leisure,Economy Class,01-10-2018,1,2,1,1,1,1,no
Austrian Airlines,10,20-10-2018,Solo Leisure,Premium Economy,01-08-2018,4,5,4,4,5,5,yes
Austrian Airlines,9,25-09-2018,Solo Leisure,Business Class,01-09-2018,4,5,5,4,5,5,yes
Austrian Airlines,2,20-09-2018,Solo Leisure,Economy Class,01-09-2018,1,2,2,2,1,1,no
Austrian Airlines,2,13-09-2018,Solo Leisure,Economy Class,01-09-2018,1,3,1,1,1,1,no
Austrian Airlines,8,10-08-2018,Family Leisure,Economy Class,01-07-2018,3,5,5,4,4,5,yes
Austrian Airlines,10,04-08-2018,Couple Leisure,Business Class,01-07-2018,5,5,5,5,5,5,yes
Austrian Airlines,1,23-06-2018,Solo Leisure,Economy Class,01-06-2018,2,2,3,1,1,1,no
Austrian Airlines,4,07-06-2018,Business,Premium Economy,01-03-2018,4,4,4,3,1,2,no
Austrian Airlines,5,30-05-2018,Business,Premium Economy,01-05-2018,4,2,2,4,2,2,yes
Austrian Airlines,10,25-05-2018,Solo Leisure,Business Class,01-05-2018,5,5,4,4,5,5,yes
Austrian Airlines,3,05-05-2018,Family Leisure,Business Class,01-03-2018,4,1,4,2,3,3,no
Austrian Airlines,8,15-04-2018,Solo Leisure,Business Class,01-04-2018,4,5,4,1,4,4,yes
Austrian Airlines,3,14-04-2018,Solo Leisure,Economy Class,01-04-2018,2,4,3,4,2,2,no
Austrian Airlines,7,22-03-2018,Solo Leisure,Economy Class,01-03-2018,4,4,3,4,4,4,yes
Austrian Airlines,9,01-02-2018,Solo Leisure,Economy Class,01-01-2018,4,4,4,4,5,5,yes
Austrian Airlines,4,30-01-2018,Family Leisure,Economy Class,01-10-2017,3,3,2,3,4,1,no
Austrian Airlines,9,19-01-2018,Business,Economy Class,01-01-2018,5,5,4,4,5,4,yes
Austrian Airlines,2,18-01-2018,Family Leisure,Economy Class,01-01-2018,1,1,1,3,4,2,no
Austrian Airlines,10,16-01-2018,Solo Leisure,Economy Class,01-12-2017,5,5,5,5,5,5,yes
Austrian Airlines,6,12-01-2018,Solo Leisure,Economy Class,01-01-2018,3,4,4,3,3,4,yes
Austrian Airlines,9,05-01-2018,Family Leisure,Business Class,01-01-2018,4,5,5,5,4,4,yes
Austrian Airlines,8,03-01-2018,Solo Leisure,Premium Economy,01-01-2018,4,4,3,3,4,4,yes
Austrian Airlines,6,31-12-2017,Solo Leisure,Economy Class,01-12-2017,3,4,2,5,5,3,yes
Austrian Airlines,10,09-11-2017,Business,Business Class,01-11-2017,5,5,5,5,5,5,yes
Austrian Airlines,1,08-11-2017,Business,Economy Class,01-10-2017,3,2,2,1,1,2,no
Austrian Airlines,1,06-11-2017,Business,Economy Class,01-11-2017,3,2,1,1,2,3,no
Austrian Airlines,1,05-11-2017,Solo Leisure,Economy Class,01-08-2017,1,1,1,1,1,1,no
Austrian Airlines,8,20-10-2017,Business,Economy Class,01-06-2017,4,4,4,3,4,1,yes
Austrian Airlines,10,01-10-2017,Couple Leisure,Economy Class,01-09-2017,4,5,4,3,5,4,yes
Austrian Airlines,7,27-09-2017,Business,Economy Class,01-09-2017,3,4,2,5,5,4,yes
Austrian Airlines,4,07-09-2017,Solo Leisure,Economy Class,01-09-2017,3,3,3,1,1,3,no
Austrian Airlines,10,30-08-2017,Solo Leisure,Economy Class,01-08-2017,5,5,5,5,5,5,yes
Austrian Airlines,2,17-08-2017,Couple Leisure,Business Class,01-08-2017,1,3,3,5,1,2,no
Austrian Airlines,9,16-08-2017,Family Leisure,Economy Class,01-08-2017,5,5,5,4,3,4,yes
Austrian Airlines,1,29-06-2017,Couple Leisure,Business Class,01-06-2017,1,1,1,1,1,1,no
Austrian Airlines,6,28-06-2017,Couple Leisure,Economy Class,01-04-2017,3,3,2,5,2,4,yes
Austrian Airlines,9,18-06-2017,Family Leisure,Economy Class,01-06-2017,5,5,5,5,4,5,yes
Austrian Airlines,2,05-06-2017,Family Leisure,Economy Class,01-06-2017,4,1,3,5,1,2,no
Austrian Airlines,6,27-04-2017,Couple Leisure,Economy Class,01-04-2017,2,5,5,4,4,3,yes
Austrian Airlines,4,21-01-2017,Couple Leisure,Economy Class,01-01-2017,3,1,2,4,2,1,no
Austrian Airlines,1,10-01-2017,Couple Leisure,Economy Class,01-01-2017,1,1,1,1,1,1,no
Austrian Airlines,8,22-12-2016,Solo Leisure,Economy Class,01-12-2016,4,5,4,4,4,4,yes
Austrian Airlines,9,05-12-2016,Solo Leisure,Economy Class,01-12-2016,5,5,5,4,5,5,yes
Austrian Airlines,4,27-11-2016,Solo Leisure,Business Class,01-08-2016,3,3,3,4,1,4,no
Austrian Airlines,5,23-11-2016,Solo Leisure,Economy Class,01-11-2016,3,2,2,3,3,4,no
Austrian Airlines,10,11-11-2016,Couple Leisure,Business Class,01-08-2016,4,5,5,5,5,5,yes
Austrian Airlines,9,15-10-2016,Family Leisure,Economy Class,01-10-2016,4,5,5,4,5,5,yes
Austrian Airlines,10,09-10-2016,Solo Leisure,Economy Class,01-10-2016,4,4,5,5,5,5,yes
Austrian Airlines,10,05-09-2016,Couple Leisure,Business Class,01-09-2016,5,5,5,3,3,5,yes
Austrian Airlines,7,22-08-2016,Business,Economy Class,01-07-2016,3,3,3,3,4,3,yes
Austrian Airlines,9,18-08-2016,Solo Leisure,Economy Class,01-08-2016,4,4,4,5,5,4,yes
Austrian Airlines,3,17-08-2016,Couple Leisure,Economy Class,01-08-2016,1,2,1,3,1,2,no
Austrian Airlines,8,04-08-2016,Solo Leisure,Economy Class,01-07-2016,4,5,4,3,4,3,yes
Austrian Airlines,4,12-07-2016,Solo Leisure,Economy Class,01-03-2016,2,1,2,1,2,2,no
Austrian Airlines,7,21-06-2016,Family Leisure,Economy Class,01-04-2016,4,5,4,3,5,4,yes
Austrian Airlines,8,18-06-2016,Couple Leisure,Economy Class,01-05-2016,4,5,4,3,5,4,yes
Austrian Airlines,10,23-05-2016,Solo Leisure,Economy Class,01-04-2016,5,5,4,3,5,4,yes
Austrian Airlines,3,11-05-2016,Solo Leisure,Economy Class,01-05-2016,1,2,1,3,2,1,no
Austrian Airlines,6,17-04-2016,Solo Leisure,Economy Class,01-04-2016,4,4,1,4,2,3,yes
Austrian Airlines,10,12-03-2016,Business,Business Class,01-03-2016,5,5,4,5,4,4,yes
Austrian Airlines,9,12-03-2016,Business,Business Class,01-02-2016,5,5,5,5,4,4,yes
Austrian Airlines,5,02-03-2016,Couple Leisure,Business Class,01-02-2016,4,2,4,4,3,3,yes
Austrian Airlines,7,25-02-2016,Solo Leisure,Economy Class,01-02-2016,4,4,3,3,4,4,yes
Austrian Airlines,6,05-02-2016,Solo Leisure,Economy Class,01-11-2015,2,3,3,4,3,3,yes
Austrian Airlines,3,28-01-2016,Business,Economy Class,01-09-2015,3,3,3,1,3,2,no
Austrian Airlines,9,25-01-2016,Couple Leisure,Economy Class,01-09-2015,4,5,5,4,5,5,yes
Austrian Airlines,8,15-01-2016,Solo Leisure,Economy Class,01-12-2015,4,4,3,2,4,3,yes
Austrian Airlines,9,09-01-2016,Family Leisure,Business Class,01-06-2015,3,5,5,5,3,5,yes
Austrian Airlines,5,05-01-2016,Family Leisure,Economy Class,01-01-2016,4,3,1,3,1,3,no
Austrian Airlines,10,04-01-2016,Business,Business Class,01-09-2015,4,5,5,3,4,5,yes
Austrian Airlines,10,20-12-2015,Solo Leisure,Business Class,01-12-2015,4,5,5,4,4,5,yes
Austrian Airlines,8,16-12-2015,Solo Leisure,Economy Class,01-11-2015,3,4,3,2,4,4,yes
Austrian Airlines,10,27-11-2015,Solo Leisure,Business Class,01-11-2015,5,5,5,4,5,5,yes
Austrian Airlines,7,22-11-2015,Couple Leisure,Economy Class,01-11-2015,3,4,4,4,3,4,yes
Austrian Airlines,1,20-11-2015,Business,Economy Class,01-11-2015,2,2,1,1,2,1,no
Austrian Airlines,4,18-11-2015,Couple Leisure,Business Class,01-11-2015,3,4,2,3,1,2,no
Austrian Airlines,8,10-11-2015,Business,Business Class,01-11-2015,3,5,5,4,4,4,yes
Austrian Airlines,9,03-11-2015,Couple Leisure,Economy Class,01-11-2015,4,5,1,5,5,4,yes
Austrian Airlines,10,18-10-2015,Couple Leisure,Business Class,01-10-2015,4,5,5,4,4,5,yes
Austrian Airlines,10,13-10-2015,Business,Business Class,01-08-2015,4,5,5,4,4,5,yes
Austrian Airlines,1,10-10-2015,Couple Leisure,Economy Class,01-08-2015,2,1,2,2,1,1,no
Austrian Airlines,3,09-10-2015,Solo Leisure,Economy Class,01-05-2015,1,3,1,2,2,2,no
Austrian Airlines,3,21-09-2015,Solo Leisure,Economy Class,01-09-2015,1,3,1,1,2,1,no
Austrian Airlines,5,21-09-2015,Family Leisure,Economy Class,01-09-2015,2,3,1,1,4,3,no
Austrian Airlines,6,11-09-2015,Couple Leisure,Economy Class,01-08-2015,4,3,2,4,1,3,no
Austrian Airlines,10,10-09-2015,Solo Leisure,Business Class,01-09-2015,5,5,5,5,5,5,yes
Austrian Airlines,8,04-09-2015,Family Leisure,Economy Class,01-09-2015,4,5,3,5,4,5,yes
Austrian Airlines,3,02-09-2015,Solo Leisure,First Class,01-08-2015,3,3,2,1,3,1,no
Austrian Airlines,5,25-08-2015,Family Leisure,Economy Class,01-07-2015,2,2,2,2,2,3,yes
Austrian Airlines,5,24-08-2015,Solo Leisure,Economy Class,01-08-2015,4,4,1,3,5,3,yes
Austrian Airlines,6,16-08-2015,Family Leisure,Economy Class,01-08-2015,3,3,2,3,3,4,yes
Austrian Airlines,10,01-08-2015,Solo Leisure,Business Class,01-07-2015,4,5,5,5,5,4,yes
Austrian Airlines,3,17-07-2015,Couple Leisure,Economy Class,01-07-2015,2,3,1,3,1,2,no
Austrian Airlines,9,15-07-2015,Solo Leisure,Business Class,01-07-2015,4,4,5,4,4,5,yes
Austrian Airlines,8,14-07-2015,Solo Leisure,Business Class,01-07-2015,3,5,5,2,4,4,yes
Austrian Airlines,3,06-07-2015,Business,Economy Class,01-06-2015,3,1,1,1,4,3,no
Austrian Airlines,8,01-07-2015,Solo Leisure,Economy Class,01-06-2015,3,5,3,3,4,4,yes
Austrian Airlines,3,29-06-2015,Family Leisure,Economy Class,01-06-2015,2,3,4,3,3,2,no
Austrian Airlines,10,26-06-2015,Solo Leisure,Economy Class,01-05-2015,3,4,3,3,5,5,yes
Austrian Airlines,1,01-01-2015,Family Leisure,Economy Class,01-03-2015,3,1,3,4,2,1,no
British Airways,1,11-05-2019,Couple Leisure,Premium Economy,01-03-2019,1,1,1,1,1,1,no
British Airways,9,08-05-2019,Couple Leisure,Economy Class,01-05-2019,4,5,4,3,4,4,yes
British Airways,8,07-05-2019,Business,First Class,01-05-2019,4,4,4,4,3,4,yes
British Airways,2,04-05-2019,Business,Business Class,01-04-2019,2,1,1,1,3,2,no
British Airways,1,04-05-2019,Couple Leisure,Economy Class,01-05-2019,3,5,2,2,1,1,no
British Airways,10,01-05-2019,Solo Leisure,Business Class,01-12-2018,5,5,5,5,1,5,yes
British Airways,10,01-05-2019,Couple Leisure,Business Class,01-04-2019,5,5,5,5,5,5,yes
British Airways,8,30-04-2019,Couple Leisure,Business Class,01-04-2019,4,5,4,3,4,4,yes
British Airways,9,23-04-2019,Couple Leisure,Economy Class,01-04-2019,3,5,4,2,5,5,yes
British Airways,4,18-04-2019,Business,Business Class,01-04-2019,4,2,3,3,3,2,no
British Airways,5,17-04-2019,Business,Business Class,01-03-2019,2,3,4,1,4,2,no
British Airways,6,14-04-2019,Family Leisure,Business Class,01-04-2019,3,4,3,1,5,4,yes
British Airways,9,14-04-2019,Couple Leisure,Economy Class,01-04-2019,5,5,5,4,4,4,yes
British Airways,10,12-04-2019,Couple Leisure,First Class,01-11-2018,5,5,5,5,5,5,yes
British Airways,1,11-04-2019,Couple Leisure,Economy Class,01-04-2019,1,2,1,1,1,1,no
British Airways,7,01-04-2019,Family Leisure,Business Class,01-03-2019,5,4,2,2,4,3,yes
British Airways,2,28-03-2019,Couple Leisure,Economy Class,01-03-2019,2,3,1,2,3,2,no
British Airways,7,23-03-2019,Solo Leisure,Economy Class,01-03-2019,3,5,4,4,4,4,yes
British Airways,8,23-03-2019,Solo Leisure,First Class,01-03-2019,4,5,2,3,4,4,yes
British Airways,2,21-03-2019,Business,First Class,01-03-2019,2,2,1,1,2,2,no
British Airways,6,19-03-2019,Solo Leisure,Economy Class,01-09-2018,3,5,3,4,5,3,yes
British Airways,1,19-03-2019,Solo Leisure,First Class,01-03-2019,2,1,3,3,3,1,no
British Airways,2,14-03-2019,Solo Leisure,Economy Class,01-03-2019,2,5,5,5,1,2,no
British Airways,1,11-03-2019,Couple Leisure,Economy Class,01-03-2019,2,2,2,2,1,1,no
British Airways,1,09-03-2019,Couple Leisure,Business Class,01-02-2019,2,1,1,1,3,1,no
British Airways,9,08-03-2019,Business,Economy Class,01-02-2019,4,5,3,4,5,4,yes
British Airways,3,04-03-2019,Couple Leisure,Economy Class,01-03-2019,1,2,1,1,1,1,no
British Airways,3,03-03-2019,Couple Leisure,Economy Class,01-02-2019,1,3,2,1,2,2,no
British Airways,10,03-03-2019,Family Leisure,Economy Class,01-02-2019,4,5,5,3,5,5,yes
British Airways,1,02-03-2019,Solo Leisure,Economy Class,01-02-2019,1,4,1,1,4,3,no
British Airways,2,28-02-2019,Business,Business Class,01-02-2019,1,2,1,4,1,1,no
British Airways,1,26-02-2019,Business,First Class,01-02-2019,1,2,1,1,1,1,no
British Airways,1,23-02-2019,Business,Business Class,01-12-2018,2,1,1,3,4,1,no
British Airways,6,22-02-2019,Business,Economy Class,01-02-2019,3,3,3,2,3,3,yes
British Airways,10,20-02-2019,Solo Leisure,Premium Economy,01-10-2018,5,5,5,5,5,5,yes
British Airways,8,20-02-2019,Business,Premium Economy,01-02-2019,5,4,3,3,2,4,yes
British Airways,10,19-02-2019,Family Leisure,Premium Economy,01-02-2019,4,5,4,5,5,4,yes
British Airways,8,18-02-2019,Business,Business Class,01-02-2019,4,4,4,4,3,3,yes
British Airways,10,18-02-2019,Solo Leisure,Economy Class,01-03-2018,5,5,5,5,5,5,yes
British Airways,3,15-02-2019,Business,Economy Class,01-01-2019,4,4,4,5,1,2,no
British Airways,2,15-02-2019,Couple Leisure,Economy Class,01-02-2019,1,1,1,1,2,2,no
British Airways,3,13-02-2019,Solo Leisure,First Class,01-11-2018,2,4,3,3,3,1,no
British Airways,2,12-02-2019,Couple Leisure,Economy Class,01-12-2018,3,5,1,1,1,2,no
British Airways,9,12-02-2019,Couple Leisure,Premium Economy,01-09-2018,5,4,5,5,4,5,yes
British Airways,7,11-02-2019,Couple Leisure,Business Class,01-01-2019,4,3,5,5,5,4,yes
British Airways,9,11-02-2019,Couple Leisure,First Class,01-01-2019,5,5,5,5,5,4,yes
British Airways,2,04-02-2019,Business,Premium Economy,01-02-2019,3,3,3,1,1,2,no
British Airways,1,03-02-2019,Business,Business Class,01-02-2019,2,3,1,1,1,1,no
British Airways,7,03-02-2019,Family Leisure,Economy Class,01-11-2018,3,4,4,2,4,4,yes
British Airways,6,03-02-2019,Family Leisure,Business Class,01-02-2019,3,3,3,4,3,3,yes
British Airways,1,02-02-2019,Solo Leisure,Economy Class,01-02-2019,3,1,3,1,1,1,no
British Airways,6,01-02-2019,Solo Leisure,Economy Class,01-03-2018,3,3,2,3,4,4,yes
British Airways,7,01-02-2019,Family Leisure,Economy Class,01-08-2018,3,4,3,2,3,3,yes
British Airways,2,31-01-2019,Couple Leisure,Economy Class,01-01-2019,2,1,4,3,4,2,no
British Airways,6,30-01-2019,Couple Leisure,First Class,01-01-2019,4,3,3,3,3,3,yes
British Airways,7,30-01-2019,Couple Leisure,Business Class,01-01-2019,3,4,4,3,3,3,yes
British Airways,8,28-01-2019,Family Leisure,Business Class,01-01-2019,4,5,4,5,4,4,yes
British Airways,1,28-01-2019,Couple Leisure,Premium Economy,01-01-2019,1,1,1,1,3,1,no
British Airways,1,26-01-2019,Solo Leisure,Economy Class,01-01-2019,1,4,2,1,1,2,no
British Airways,2,25-01-2019,Solo Leisure,Premium Economy,01-01-2019,3,4,1,3,3,3,no
British Airways,3,23-01-2019,Couple Leisure,Premium Economy,01-01-2019,1,2,2,3,4,1,no
British Airways,2,22-01-2019,Solo Leisure,Economy Class,01-01-2019,1,5,2,1,5,1,no
British Airways,3,21-01-2019,Business,Business Class,01-01-2019,1,2,1,1,3,1,no
British Airways,7,21-01-2019,Business,Premium Economy,01-06-2018,3,3,3,4,4,2,yes
British Airways,5,21-01-2019,Business,Premium Economy,01-06-2018,3,4,3,3,3,2,no
British Airways,1,19-01-2019,Solo Leisure,Economy Class,01-11-2018,2,2,1,2,1,1,no
British Airways,1,16-01-2019,Couple Leisure,Economy Class,01-01-2019,1,1,1,1,1,1,no
British Airways,3,15-01-2019,Solo Leisure,Economy Class,01-10-2018,4,4,3,2,4,1,no
British Airways,4,15-01-2019,Solo Leisure,Economy Class,01-01-2019,1,4,1,1,5,3,no
British Airways,6,12-01-2019,Couple Leisure,Economy Class,01-12-2018,1,5,4,4,4,4,yes
British Airways,5,10-01-2019,Couple Leisure,Economy Class,01-12-2018,2,3,5,5,4,4,yes
British Airways,10,09-01-2019,Couple Leisure,Economy Class,01-01-2019,5,5,5,5,5,5,yes
British Airways,7,07-01-2019,Solo Leisure,Premium Economy,01-12-2018,4,4,4,4,4,3,yes
British Airways,10,05-01-2019,Solo Leisure,Economy Class,01-12-2018,5,5,5,3,5,4,yes
British Airways,2,03-01-2019,Solo Leisure,Premium Economy,01-12-2018,2,4,3,2,2,1,no
British Airways,3,02-01-2019,Family Leisure,Economy Class,01-12-2018,1,3,2,1,2,2,no
British Airways,1,24-12-2018,Couple Leisure,Business Class,01-11-2018,1,1,1,3,2,1,no
British Airways,1,24-12-2018,Solo Leisure,Economy Class,01-12-2018,1,4,3,1,5,1,no
British Airways,4,23-12-2018,Solo Leisure,Economy Class,01-12-2018,2,2,1,4,1,2,no
British Airways,10,19-12-2018,Solo Leisure,First Class,01-12-2018,5,5,5,5,5,5,yes
British Airways,4,19-12-2018,Solo Leisure,Economy Class,01-12-2018,3,2,3,2,3,3,no
British Airways,8,18-12-2018,Couple Leisure,Economy Class,01-12-2018,4,5,5,5,4,4,yes
British Airways,2,18-12-2018,Business,Business Class,01-12-2018,1,1,1,1,2,1,no
British Airways,6,17-12-2018,Couple Leisure,First Class,01-12-2018,4,3,3,2,3,3,no
British Airways,1,13-12-2018,Couple Leisure,First Class,01-12-2018,2,2,2,1,1,1,no
British Airways,2,11-12-2018,Couple Leisure,Business Class,01-11-2018,2,1,1,3,3,1,no
British Airways,10,10-12-2018,Business,Economy Class,01-12-2018,4,5,4,4,5,5,yes
British Airways,1,09-12-2018,Family Leisure,Economy Class,01-12-2018,1,1,1,1,3,1,no
British Airways,10,09-12-2018,Solo Leisure,Premium Economy,01-11-2018,5,5,5,3,5,5,yes
British Airways,7,05-12-2018,Family Leisure,Economy Class,01-12-2018,3,4,4,1,4,4,yes
British Airways,9,30-11-2018,Business,Business Class,01-11-2018,5,5,5,3,5,5,yes
British Airways,2,28-11-2018,Solo Leisure,Economy Class,01-11-2018,2,4,4,4,2,2,no
British Airways,9,27-11-2018,Couple Leisure,First Class,01-11-2018,5,5,5,4,4,4,yes
British Airways,2,22-11-2018,Business,Business Class,01-11-2018,4,5,4,1,4,1,no
British Airways,7,22-11-2018,Family Leisure,Economy Class,01-11-2018,5,5,4,2,5,4,yes
British Airways,4,20-11-2018,Solo Leisure,Premium Economy,01-11-2018,2,3,2,3,5,2,no
British Airways,8,16-11-2018,Business,Economy Class,01-11-2018,3,5,4,4,4,5,yes
British Airways,1,12-11-2018,Couple Leisure,Economy Class,01-11-2018,1,2,1,1,1,1,no
British Airways,1,10-11-2018,Business,Business Class,01-11-2018,1,2,2,3,3,1,no
British Airways,1,05-11-2018,Family Leisure,Economy Class,01-11-2018,1,1,1,1,1,1,no
British Airways,7,02-11-2018,Solo Leisure,Economy Class,01-10-2018,4,3,2,2,3,3,yes
British Airways,4,01-11-2018,Solo Leisure,Business Class,01-10-2018,3,3,2,1,3,2,no
British Airways,3,28-10-2018,Solo Leisure,Economy Class,01-10-2018,2,1,1,1,3,3,no
British Airways,1,27-10-2018,Business,Business Class,01-10-2018,1,2,3,1,2,1,no
British Airways,9,26-10-2018,Solo Leisure,Business Class,01-10-2018,4,4,4,3,4,5,yes
British Airways,3,25-10-2018,Business,Business Class,01-10-2018,1,1,2,3,2,1,no
British Airways,9,22-10-2018,Solo Leisure,First Class,01-10-2018,5,5,4,4,5,5,yes
British Airways,1,21-10-2018,Business,Economy Class,01-10-2018,3,2,2,3,1,2,no
British Airways,2,18-10-2018,Solo Leisure,Economy Class,01-10-2018,1,3,3,2,2,1,no
British Airways,3,17-10-2018,Business,Business Class,01-10-2018,2,2,1,1,4,2,no
British Airways,8,17-10-2018,Solo Leisure,Business Class,01-09-2018,4,5,3,2,3,3,yes
British Airways,2,15-10-2018,Couple Leisure,Business Class,01-08-2018,1,1,1,1,3,3,no
British Airways,4,13-10-2018,Solo Leisure,Premium Economy,01-09-2018,1,5,3,2,1,2,no
British Airways,1,07-10-2018,Couple Leisure,Business Class,01-10-2018,1,1,1,1,1,1,no
British Airways,2,01-10-2018,Solo Leisure,Economy Class,01-03-2018,1,3,2,1,4,1,no
British Airways,10,28-09-2018,Family Leisure,Economy Class,01-08-2018,5,5,5,4,4,5,yes
British Airways,9,28-09-2018,Solo Leisure,Economy Class,01-09-2018,5,5,5,4,4,5,yes
British Airways,7,20-09-2018,Business,Premium Economy,01-09-2018,3,4,3,3,5,4,yes
British Airways,6,18-09-2018,Couple Leisure,Business Class,01-06-2018,4,4,4,3,1,3,no
British Airways,1,16-09-2018,Couple Leisure,Premium Economy,01-09-2018,1,1,1,1,3,1,no
British Airways,10,16-09-2018,Solo Leisure,Premium Economy,01-08-2018,5,5,5,4,3,5,yes
British Airways,7,15-09-2018,Couple Leisure,Economy Class,01-09-2018,4,4,3,3,4,3,yes
British Airways,6,14-09-2018,Business,Business Class,01-09-2018,3,4,2,3,1,3,no
British Airways,9,12-09-2018,Couple Leisure,First Class,01-09-2018,4,5,5,3,4,4,yes
British Airways,7,07-09-2018,Solo Leisure,Premium Economy,01-08-2018,3,5,5,2,4,4,yes
British Airways,10,03-09-2018,Family Leisure,Business Class,01-09-2018,4,5,5,4,5,5,yes
British Airways,1,29-08-2018,Solo Leisure,Economy Class,01-08-2018,1,1,3,3,2,1,no
British Airways,4,29-08-2018,Solo Leisure,Economy Class,01-08-2018,3,3,2,1,4,2,no
British Airways,7,23-08-2018,Solo Leisure,Economy Class,01-08-2018,5,5,3,5,4,3,yes
British Airways,3,21-08-2018,Couple Leisure,Business Class,01-08-2018,1,3,2,1,2,3,no
British Airways,10,21-08-2018,Family Leisure,First Class,01-07-2018,5,5,5,4,5,5,yes
British Airways,3,20-08-2018,Couple Leisure,Premium Economy,01-08-2018,3,1,1,3,4,3,no
British Airways,1,18-08-2018,Family Leisure,Economy Class,01-07-2018,1,1,1,1,1,1,no
British Airways,1,16-08-2018,Family Leisure,Business Class,01-08-2018,4,3,3,3,1,1,no
British Airways,8,15-08-2018,Solo Leisure,Premium Economy,01-08-2018,3,5,2,2,4,3,yes
British Airways,7,15-08-2018,Couple Leisure,Business Class,01-07-2018,4,5,4,1,4,4,no
British Airways,1,06-08-2018,Business,Economy Class,01-07-2018,1,1,2,1,1,1,no
British Airways,8,31-07-2018,Business,Premium Economy,01-07-2018,4,5,4,4,4,5,yes
British Airways,8,30-07-2018,Couple Leisure,Business Class,01-07-2018,4,4,4,2,4,4,no
British Airways,3,27-07-2018,Family Leisure,Economy Class,01-07-2018,3,1,1,4,1,3,no
British Airways,4,26-07-2018,Solo Leisure,Economy Class,01-06-2018,3,5,5,3,1,2,no
British Airways,8,23-07-2018,Business,Premium Economy,01-06-2018,4,5,4,5,5,4,yes
